,d2m,t2m,slhf,ssr,str,sshf,tp,lcc,r
0,-1.7210110829672007,0.8058448739611725,0.5698904832988645,1.3516416339464816,-2.414924520945757,-1.3845298405960125,-0.34976943432773683,-1.4886403015665568,-2.0902462510710325
1,-1.7210110829672007,0.8058448739611725,0.5698904832988645,1.3516416339464816,-2.414924520945757,-1.3845298405960125,-0.34976943432773683,-1.4886403015665568,-2.0902462510710325
2,-0.9504297412998916,0.5357478864105834,0.6302062751767437,1.3255801336379407,-2.1348296479904505,-1.614119948250709,-0.34976943432773683,-1.2288840335259952,-1.3272175432211673
3,-0.9504297412998916,0.5357478864105834,0.6302062751767437,1.3255801336379407,-2.1348296479904505,-1.614119948250709,-0.34976943432773683,-1.2288840335259952,-1.3272175432211673
4,-0.4844141968105097,0.5149801510134718,0.6905220670546228,1.2777508107199766,-1.9098130433342477,-1.7623581356638378,-0.34976943432773683,-0.82081758958856,-0.9640869551642232
5,-0.4844141968105097,0.5149801510134718,0.6905220670546228,1.2777508107199766,-1.9098130433342477,-1.7623581356638378,-0.34976943432773683,-0.82081758958856,-0.9640869551642232
6,-1.1691762240226267,1.122333324628438,0.8935858014107182,1.060472366731133,-2.061523114157927,-1.564499872460324,-0.34976943432773683,-1.1917502630895809,-1.9529359204765657
7,-1.1691762240226267,1.122333324628438,0.8935858014107182,1.060472366731133,-2.061523114157927,-1.564499872460324,-0.34976943432773683,-1.1917502630895809,-1.9529359204765657
8,-0.8651984888382169,0.5728057538944483,0.8256916651772548,1.286138185628812,-2.0891599225232733,-1.8446436324551425,-0.34976943432773683,-1.2399431761609403,-1.1935171160467626
9,-0.8651984888382169,0.5728057538944483,0.8256916651772548,1.286138185628812,-2.0891599225232733,-1.8446436324551425,-0.34976943432773683,-1.2399431761609403,-1.1935171160467626
10,-0.6830973879896659,0.8654023342438535,0.8410024474983411,1.1606241341353054,-2.0307496315444853,-1.5956096769534807,-0.34294635152051034,-0.8220762845693605,-1.088562250184125
11,-0.6830973879896659,0.8654023342438535,0.8410024474983411,1.1606241341353054,-2.0307496315444853,-1.5956096769534807,-0.34294635152051034,-0.8220762845693605,-1.088562250184125
12,-0.0547672991395399,0.24592615881684604,0.9248262386648282,0.6642582495645615,-1.2820010144732967,-1.1180744037624086,-0.27467025221094216,-1.3446009946410862,-0.72101967876887
13,-0.0547672991395399,0.24592615881684604,0.9248262386648282,0.6642582495645615,-1.2820010144732967,-1.1180744037624086,-0.27467025221094216,-1.3446009946410862,-0.72101967876887
14,-1.1563772276931004,0.9737913816573874,0.9334867674538307,1.1363599540034326,-1.9513667625487625,-1.7429143643520888,-0.3338402843540414,-1.1788028864864457,-1.1606270707658313
15,-1.1563772276931004,0.9737913816573874,0.9334867674538307,1.1363599540034326,-1.9513667625487625,-1.7429143643520888,-0.3338402843540414,-1.1788028864864457,-1.1606270707658313
16,-0.9643922827502774,0.570030901138753,1.069429530065956,1.0096472716874882,-1.6740159245934039,-1.6920500173076167,-0.34976943432773683,-1.3130417693266323,-1.2117003828416488
17,-0.9643922827502774,0.570030901138753,1.069429530065956,1.0096472716874882,-1.6740159245934039,-1.6920500173076167,-0.34976943432773683,-1.3130417693266323,-1.2117003828416488
18,-1.4330179419702558,0.6430987896113228,0.9845233958519388,1.0465926833007406,-1.939018188823641,-1.6881612630452667,-0.34976943432773683,-1.3980987514206398,-1.8245834735849689
19,-1.4330179419702558,0.6430987896113228,0.9845233958519388,1.0465926833007406,-1.939018188823641,-1.6881612630452667,-0.34976943432773683,-1.3980987514206398,-1.8245834735849689
20,-0.9059194233519798,0.761874130293997,1.1246417542724918,0.8082456329216817,-1.5813043174172914,-1.4913919046098598,-0.34976943432773683,-1.355570304565249,-1.4754915847079082
21,-0.9059194233519798,0.761874130293997,1.1246417542724918,0.8082456329216817,-1.5813043174172914,-1.4913919046098598,-0.34976943432773683,-1.355570304565249,-1.4754915847079082
22,-1.5150541624243692,1.1514256182926357,1.008649831563675,1.4232357223930878,-2.46765065353688,-2.159785415458965,-0.34976943432773683,-1.376250040881892,-1.8451734820696262
23,-1.5150541624243692,1.1514256182926357,1.008649831563675,1.4232357223930878,-2.46765065353688,-2.159785415458965,-0.34976943432773683,-1.376250040881892,-1.8451734820696262
24,-3.361075101575397,0.5021731382948862,1.0519534668468888,1.3994705991175949,-2.6109322534893784,-2.0886995079826653,-0.34976943432773683,-1.446111854711166,-2.648846957173002
25,-3.361075101575397,0.5021731382948862,1.0519534668468888,1.3994705991175949,-2.6109322534893784,-2.0886995079826653,-0.34976943432773683,-1.446111854711166,-2.648846957173002
26,-1.7317723029769374,0.36157736457877143,1.2242403136915236,0.8574724939109342,-1.6030613414798178,-1.6368300894583183,-0.34976943432773683,-0.8983218420373336,-1.543545169139996
27,-1.7317723029769374,0.36157736457877143,1.2242403136915236,0.8574724939109342,-1.6030613414798178,-1.6368300894583183,-0.34976943432773683,-0.8983218420373336,-1.543545169139996
28,-2.1116855085222674,1.1296100364003918,1.1187649428045983,1.4129508581894583,-2.5037161177624516,-2.098965559015539,-0.34976943432773683,-1.4886403015665568,-2.181831166226652
29,-2.1116855085222674,1.1296100364003918,1.1187649428045983,1.4129508581894583,-2.5037161177624516,-2.098965559015539,-0.34976943432773683,-1.4886403015665568,-2.181831166226652
30,-1.8013019857400248,0.2982117584687973,1.1504694452972217,1.4278288342060343,-2.503324125975962,-2.125564607555928,-0.34976943432773683,-1.4886403015665568,-1.9880989577526957
31,-1.8013019857400248,0.2982117584687973,1.1504694452972217,1.4278288342060343,-2.503324125975962,-2.125564607555928,-0.34976943432773683,-1.4886403015665568,-1.9880989577526957
32,-3.6929873538102007,1.4010895991876597,1.2792980477528617,1.5186942088661874,-3.109575589140245,-2.329333876733995,-0.34976943432773683,-1.4886403015665568,-3.2701530164867383
33,-3.6929873538102007,1.4010895991876597,1.2792980477528617,1.5186942088661874,-3.109575589140245,-2.329333876733995,-0.34976943432773683,-1.4886403015665568,-3.2701530164867383
34,-3.2502427117381347,0.9249597945265344,1.2214566360239434,1.5003215827409757,-2.986482953609791,-2.253581617213304,-0.34976943432773683,-1.4886403015665568,-3.0614465301375913
35,-3.2502427117381347,0.9249597945265344,1.2214566360239434,1.5003215827409757,-2.986482953609791,-2.253581617213304,-0.34976943432773683,-1.4886403015665568,-3.0614465301375913
36,-6.658077687760877,1.6604510113040554,1.3982286537703217,1.6502994371089068,-3.866752399599046,-2.529214391649711,-0.34976943432773683,-1.4886403015665568,-4.4762649354757045
37,-6.658077687760877,1.6604510113040554,1.3982286537703217,1.6502994371089068,-3.866752399599046,-2.529214391649711,-0.34976943432773683,-1.4886403015665568,-4.4762649354757045
38,-6.186533731589109,1.4471463335628172,1.4232829820379176,1.6319269898571194,-3.83166737731231,-2.415974418583621,-0.34976943432773683,-1.4886403015665568,-4.348046321924519
39,-6.186533731589109,1.4471463335628172,1.4232829820379176,1.6319269898571194,-3.83166737731231,-2.415974418583621,-0.34976943432773683,-1.4886403015665568,-4.348046321924519
40,-7.5327994624622026,0.795463431833229,1.3771954708194831,1.638617213707413,-3.7289596096026254,-2.5433695796210087,-0.34976943432773683,-1.4886403015665568,-4.430539603682695
41,-7.5327994624622026,0.795463431833229,1.3771954708194831,1.638617213707413,-3.7289596096026254,-2.5433695796210087,-0.34976943432773683,-1.4886403015665568,-4.430539603682695
42,-6.781130446083771,0.9415798042136375,1.531696719005262,1.5972781341503406,-3.496886690317,-2.614299355259182,-0.34976943432773683,-1.4886403015665568,-4.3044598142029455
43,-6.781130446083771,0.9415798042136375,1.531696719005262,1.5972781341503406,-3.496886690317,-2.614299355259182,-0.34976943432773683,-1.4886403015665568,-4.3044598142029455
44,-6.247626139867644,1.1687441923098456,1.5910848165949212,1.586094609858376,-3.574113234508941,-2.244093163962471,-0.34976943432773683,-1.4886403015665568,-4.269163110878081
45,-6.247626139867644,1.1687441923098456,1.5910848165949212,1.586094609858376,-3.574113234508941,-2.244093163962471,-0.34976943432773683,-1.4886403015665568,-4.269163110878081
46,-2.088408316671882,1.5891198313743864,1.4203444573433865,1.477655278916644,-2.6965875460360675,-2.085121869368346,-0.34976943432773683,-1.4886403015665568,-2.419416963582138
47,-2.088408316671882,1.5891198313743864,1.4203444573433865,1.477655278916644,-2.6965875460360675,-2.085121869368346,-0.34976943432773683,-1.4886403015665568,-2.419416963582138
